3cpio	0.14.0-1ubuntu1
qemu-system-modules-spice	1:10.2.1+ds-1ubuntu3
qemu-system-x86	1:10.2.1+ds-1ubuntu3
qemu-utils	1:10.2.1+ds-1ubuntu3
qml6-module-org-hyprland-style:amd64	0.1.0-1build1
qml6-module-org-kde-bluezqt:amd64	6.24.0-0ubuntu1
qml6-module-org-kde-config:amd64	6.24.0-0ubuntu1
qml6-module-org-kde-desktop	6.24.0-0ubuntu1
qml6-module-org-kde-kcmutils:amd64	6.24.0-0ubuntu1
qml6-module-org-kde-kirigami:amd64	6.24.0-0ubuntu1
qml6-module-org-kde-ksvg	6.24.0-0ubuntu1
qml6-module-org-kde-prison:amd64	6.24.0-0ubuntu1
qml6-module-org-kde-sonnet:amd64	6.24.0-0ubuntu1
qml6-module-org-kde-syntaxhighlighting:amd64	6.24.0-0ubuntu1
qml6-module-qt-labs-folderlistmodel:amd64	6.10.2+dfsg-3
qml6-module-qt-labs-platform:amd64	6.10.2+dfsg-3
qml6-module-qt-labs-qmlmodels:amd64	6.10.2+dfsg-3
qml6-module-qt-labs-synchronizer:amd64	6.10.2+dfsg-3
qml6-module-qt5compat-graphicaleffects:amd64	6.10.2-1
qml6-module-qtcore:amd64	6.10.2+dfsg-3
qml6-module-qtmultimedia:amd64	6.10.2-2
qml6-module-qtpositioning:amd64	6.10.2-1
qml6-module-qtqml:amd64	6.10.2+dfsg-3
qml6-module-qtqml-models:amd64	6.10.2+dfsg-3
qml6-module-qtqml-statemachine:amd64	6.10.2-1
qml6-module-qtqml-workerscript:amd64	6.10.2+dfsg-3
qml6-module-qtquick:amd64	6.10.2+dfsg-3
qml6-module-qtquick-controls:amd64	6.10.2+dfsg-3
qml6-module-qtquick-dialogs:amd64	6.10.2+dfsg-3
qml6-module-qtquick-effects:amd64	6.10.2+dfsg-3
qml6-module-qtquick-layouts:amd64	6.10.2+dfsg-3
qml6-module-qtquick-shapes:amd64	6.10.2+dfsg-3
qml6-module-qtquick-templates:amd64	6.10.2+dfsg-3
qml6-module-qtquick-tooling:amd64	6.10.2+dfsg-3
qml6-module-qtquick-window:amd64	6.10.2+dfsg-3
qml6-module-qtwebchannel:amd64	6.10.2-1
qml6-module-qtwebengine:amd64	6.10.2+dfsg-1
qml6-module-qtwebengine-controlsdelegates:amd64	6.10.2+dfsg-1
qml6-module-sso-onlineaccounts:amd64	0.7+git20231028.05e79eb-7
qt5-gtk-platformtheme:amd64	5.15.18+dfsg-1ubuntu1
qt6-qpa-plugins:amd64	6.10.2+dfsg-7
qt6-svg-plugins:amd64	6.10.2-2
qt6-wayland:amd64	6.10.2-4
qtermwidget6-data	2.3.0-0ubuntu1
qttranslations5-l10n	5.15.18-1
qtwayland5:amd64	5.15.18-1
quickshell	0.3.0ppa8
rake	13.3.1-1
read-edid	3.0.2-3
readline-common	8.3-4
remmina	1.4.43+dfsg-0ubuntu0.26.04.2
remmina-common	1.4.43+dfsg-0ubuntu0.26.04.2
remmina-plugin-rdp:amd64	1.4.43+dfsg-0ubuntu0.26.04.2
remmina-plugin-secret:amd64	1.4.43+dfsg-0ubuntu0.26.04.2
remmina-plugin-vnc:amd64	1.4.43+dfsg-0ubuntu0.26.04.2
resources	1.10.2-0ubuntu3.1
restic	0.18.1-3ubuntu1
rfkill	2.41.3-3ubuntu2
rhythmbox	3.4.9-3ubuntu3
rhythmbox-data	3.4.9-3ubuntu3
rhythmbox-plugin-alternative-toolbar	0.21.0-1
rhythmbox-plugins	3.4.9-3ubuntu3
rpcsvc-proto	1.4.3-1build1
rsync	3.4.1+ds1-7ubuntu0.3
rsyslog	8.2512.0-1ubuntu4.1
rtkit	0.14-1
ruby	1:3.3build1
ruby-csv	3.3.5-1
ruby-did-you-mean	2.0.0-1
ruby-net-telnet	0.2.0-1build1
ruby-ruby2-keywords	0.0.5-1build1
ruby-rubygems	3.6.7-2ubuntu2
ruby-sdbm:amd64	1.0.0-5build6
ruby-webrick	1.9.2-1
ruby-xmlrpc	0.3.3-2build1
ruby3.3	3.3.8-2ubuntu3.1
rubygems-integration	1.19build1
runc	1.4.0-0ubuntu1
rust-coreutils	0.8.0-0ubuntu3
rygel	45.0-1ubuntu1
samba-libs:amd64	2:4.23.6+dfsg-1ubuntu2.2
sane-airscan	0.99.36-2ubuntu1
sane-utils	1.4.0-1ubuntu1
sbsigntool	0.9.4-3.1ubuntu9
screen	4.9.1-3ubuntu2
screen-resolution-extra	0.18.5build1
seabios	1.17.0-1ubuntu1
seahorse	47.0.1-3build1
secureboot-db	1.9build2
sed	4.9-2ubuntu1
sensible-utils	0.0.26build1
sgml-base	1.31+nmu1build1
sgml-data	2.0.11+nmu1build1
shared-mime-info	2.4-5build3
shim-signed	1.59+15.8-0ubuntu2
shotwell	0.32.13-2ubuntu1
shotwell-common	0.32.13-2ubuntu1
showtime	50.0-0ubuntu1
signon-plugin-oauth2	0.25+git20231015.fab69886-3build1
simple-scan	48.1-0ubuntu3
slirp4netns	1.3.3-1
slurp	1.6.0-1
snapd	2.76+ubuntu26.04.3
socat	1.8.1.1-1ubuntu0.1
software-properties-common	0.120
sound-icons	0.1-8build1
sound-theme-freedesktop	0.8-7build1
speech-dispatcher	0.12.1-2ubuntu1
speech-dispatcher-audio-plugins:amd64	0.12.1-2ubuntu1
speech-dispatcher-espeak-ng	0.12.1-2ubuntu1
sphinx-basic-ng	1.0.0~beta2-1build1
sphinx-common	8.2.3-12
sphinx-rtd-theme-common	3.1.0+dfsg-1
spice-vdagent	0.23.0-1
squashfs-tools	1:4.7.5-1
sse3-support	27ubuntu2
ssh-import-id	5.11-0ubuntu4
ssl-cert	1.1.3ubuntu2
sssd	2.12.0-1ubuntu5.1
sssd-ad	2.12.0-1ubuntu5.1
sssd-ad-common	2.12.0-1ubuntu5.1
sssd-common	2.12.0-1ubuntu5.1
sssd-ipa	2.12.0-1ubuntu5.1
sssd-krb5	2.12.0-1ubuntu5.1
sssd-krb5-common	2.12.0-1ubuntu5.1
sssd-ldap	2.12.0-1ubuntu5.1
sssd-proxy	2.12.0-1ubuntu5.1
strace	6.19+ds-0ubuntu5
sudo	1.9.17p2-1ubuntu3
sudo-common	1.2ubuntu
sudo-rs	0.2.13-0ubuntu1
swappy	1.5.1-2build1
swh-plugins	0.4.17-3build2
switcheroo-control	3.0-2
sysprof	50.0-1
sysstat	12.7.7-0ubuntu2
system-config-printer	1.5.18-4ubuntu2
system-config-printer-common	1.5.18-4ubuntu2
system-config-printer-udev	1.5.18-4ubuntu2
systemd	259.5-0ubuntu3
systemd-cryptsetup	259.5-0ubuntu3
systemd-hwe-hwdb	259.5.3ubuntu
systemd-oomd	259.5-0ubuntu3
systemd-resolved	259.5-0ubuntu3
systemd-sysv	259.5-0ubuntu3
systemd-timesyncd	259.5-0ubuntu3
systemsettings	4:6.6.4-0ubuntu1
sysvinit-utils	3.15-5ubuntu1
t1utils	1.41-4build4
tailscale	1.98.3
tailscale-archive-keyring	1.35.181
tar	1.35+dfsg-4ubuntu0.4
tcl	8.6.16build1
tcl8.6	8.6.17+dfsg-1build1
tcpdump	4.99.6-1
tecla	49.0-2
telnet	0.17+2.7-2ubuntu1.1
terser	5.46.1-4
tesseract-ocr	5.5.0-1build1
tesseract-ocr-eng	1:4.1.0-2build1
tesseract-ocr-osd	1:4.1.0-2build1
tex-common	6.20
tex-gyre	20180621-7
texlive-base	2025.20260124-1
texlive-binaries	2025.20250727.75242+ds-5build1
texlive-fonts-recommended	2025.20260124-1
texlive-latex-base	2025.20260124-1
texlive-latex-extra	2025.20260124-1
texlive-latex-recommended	2025.20260124-1
texlive-pictures	2025.20260124-1
texlive-plain-generic	2025.20260124-1
texstudio	4.9.1+ds-1
texstudio-doc	4.9.1+ds-1
texstudio-l10n	4.9.1+ds-1
thermald	2.5.11-0ubuntu1
thunderbird	2:1snap1-0ubuntu5
thunderbird-locale-en	2:1snap1-0ubuntu5
thunderbird-locale-en-gb	2:1snap1-0ubuntu5
thunderbird-locale-en-us	2:1snap1-0ubuntu5
time	1.9-0.4
timgm6mb-soundfont	1.3-5build1
tinysparql	3.11.0-1
tipa	2:1.3-21build1
tk	8.6.16build1
tk8.6	8.6.17-1build1
tmux	3.6a-2ubuntu0.1
tnftp	20260211-1
tpm-udev	4.1.3-6
trace-cmd	3.3.3-1ubuntu2
transmission-common	4.1.1+dfsg-1ubuntu1.1
transmission-gtk	4.1.1+dfsg-1ubuntu1.1
tumbler	4.20.1-1
tumbler-common	4.20.1-1
tzdata	2026c-0ubuntu0.26.04.1
ubuntu-advantage-desktop-daemon	1.13build1
ubuntu-desktop	1.570
ubuntu-desktop-minimal	1.570
ubuntu-docs	26.04.1
ubuntu-drivers-common	1:0.10.9
ubuntu-fan	0.12.17
ubuntu-gnome-desktop	0.106
ubuntu-helper-virt-hwe	1:10.2.1+ds-1ubuntu4
ubuntu-insights	0.9.3ubuntu
ubuntu-kernel-accessories	1.570
ubuntu-keyring	2023.11.28.1build1
ubuntu-minimal	1.570
ubuntu-pro-client	37.2ubuntu0.1
ubuntu-pro-client-l10n	37.2ubuntu0.1
ubuntu-release-upgrader-core	1:26.04.18
ubuntu-release-upgrader-gtk	1:26.04.18
ubuntu-report	1.7.3ubuntu4
ubuntu-restricted-addons:amd64	32
ubuntu-session	50.0-0ubuntu3.2
ubuntu-settings	26.04.6
ubuntu-standard	1.570
ubuntu-virt	1:10.2.1+ds-1ubuntu3
ubuntu-wallpapers	26.04.2
ubuntu-wallpapers-noble	26.04.2
ubuntu-wallpapers-resolute	26.04.2
ucf	3.0052ubuntu1
udev	259.5-0ubuntu3
udisks2	2.10.91-1ubuntu2
ufw	0.36.2-9build1
uidmap	1:4.17.4-2ubuntu3
unattended-upgrades	2.12ubuntu9
unixodbc-common	2.3.14-1
uno-libs-private	4:26.2.4.2-0ubuntu0.26.04.2
unzip	6.0-29ubuntu1
update-inetd	4.54build1
update-manager	1:26.04.5
update-manager-core	1:26.04.5
update-notifier	3.207.2
update-notifier-common	3.207.2
upower	1.91.1-1
ure	4:26.2.4.2-0ubuntu0.26.04.2
usb-creator-common	0.4.1build1
usb-creator-gtk	0.4.1build1
usb-modeswitch	2.6.2-1ubuntu1
usb-modeswitch-data	20191128-7build1
usb.ids	2025.12.13-1
usbmuxd	1.1.1-7
usbutils	1:019-1
user-session-migration	0.5.1
util-linux	2.41.3-3ubuntu2
util-linux-extra	2.41.3-3ubuntu2
uuid-dev:amd64	2.41.3-3ubuntu2
uuid-runtime	2.41.3-3ubuntu2
uwsm	0.25.2+ds-1
va-driver-all:amd64	2.23.0-1ubuntu1
vim-common	2:9.1.2141-1ubuntu4.7
vim-tiny	2:9.1.2141-1ubuntu4.7
virgl-server	1.2.0-2ubuntu2
virtiofsd	1.13.2-6
wabt	1.0.36+dfsg+~cs1.0.36-2ubuntu1
wamerican	2020.12.07-4build1
warp-terminal	0.2026.05.20.09.21.stable.03
waybar	0.15.0-1
wayland-protocols	1.47-1
wbritish	2020.12.07-4build1
webp-pixbuf-loader:amd64	0.2.7-3
webpack	5.105.4+dfsg1+~cs15.13.23-2
wf-recorder	0.6.0-1build1
wget	1.25.0-2ubuntu4.3
whiptail	0.52.25-1ubuntu3
whoopsie	0.2.82ubuntu
whoopsie-preferences	23build4
wireless-regdb	2026.02.04-0ubuntu1
wireless-tools	30~pre9-16.1ubuntu2
wireplumber	0.5.13-1ubuntu1
wl-clipboard	2.2.1-2build1
wlogout	1.2.2-1build1
wpasupplicant	2:2.11-0ubuntu5
wsdd	2:0.8-5ubuntu1
wtype	0.4-3build1
x11-apps	7.7+11build4
x11-common	1:7.7+26ubuntu1
x11-session-utils	7.7+6build3
x11-utils	7.7+7build1
x11-xkb-utils	7.7+9build1
x11-xserver-utils	7.7+11build1
x11proto-dev	2025.1-1
xauth	1:1.1.2-1.1build1
xbitmaps	1.1.1-2.2build1
xbrlapi	6.7-1ubuntu6
xcursor-themes	1.0.6-0ubuntu2
xcvt	0.1.3-1build1
xdg-dbus-proxy	0.1.7-1
xdg-desktop-portal	1.21.1+ds-1ubuntu3
xdg-desktop-portal-gnome	50.0-0ubuntu1
xdg-desktop-portal-gtk	1.15.3-2ubuntu1
xdg-desktop-portal-hyprland	1.3.11-1build2
xdg-terminal-exec	0.14.0-1
xdg-user-dirs	0.19-1
xdg-user-dirs-gtk	0.16-1
xdg-utils	1.2.1-2ubuntu2
xfce4-notifyd	0.9.7-2build1
xfconf	4.20.0-1build1
xfonts-base	1:1.0.5+nmu1build1
xfonts-encodings	1:1.0.5-0ubuntu3
xfonts-scalable	1:1.0.3-1.3build1
xfonts-utils	1:7.7+7build1
xinit	1.4.2-1build1
xinput	1.6.4-1build2
xkb-data	2.46-2
xml-core	0.19build1
xorg	1:7.7+26ubuntu1
xorg-docs-core	1:1.7.3-1
xorg-sgml-doctools	1:1.11-1.1build1
xorgxrdp	1:0.10.2-1build1
xorriso	1:1.5.6-1.1ubuntu4
xserver-common	2:21.1.22-1ubuntu1
xserver-xephyr	2:21.1.22-1ubuntu1
xserver-xorg	1:7.7+26ubuntu1
xserver-xorg-core	2:21.1.22-1ubuntu1
xserver-xorg-input-all	1:7.7+26ubuntu1
xserver-xorg-input-libinput	1.5.0-1build1
xserver-xorg-input-wacom	1:1.2.3-1ubuntu2
xserver-xorg-legacy	2:21.1.22-1ubuntu1
xserver-xorg-video-all	1:7.7+26ubuntu1
xserver-xorg-video-amdgpu	25.0.0-1
xserver-xorg-video-ati	1:22.0.0-1build2
xserver-xorg-video-fbdev	1:0.5.0-2build3
xserver-xorg-video-intel	2:2.99.917+git20210115-1build2
xserver-xorg-video-nouveau	1:1.0.18-1build1
xserver-xorg-video-nvidia-580	580.159.03-0ubuntu0.26.04.1
xserver-xorg-video-qxl	0.1.6-1.1build1
xserver-xorg-video-radeon	1:22.0.0-1build2
xserver-xorg-video-vesa	1:2.6.0-2build1
xtrans-dev	1.6.0-1build1
xwayland	2:24.1.10-1
xxd	2:9.1.2141-1ubuntu4.7
xz-utils	5.8.3-1
yaru-theme-gnome-shell	26.04.5.1ubuntu
yaru-theme-gtk	26.04.5.1ubuntu
yaru-theme-icon	26.04.5.1ubuntu
yaru-theme-sound	26.04.5.1ubuntu
yelp	49.0-5
yelp-xsl	49.0-2
yt-dlp	2026.03.17-1
zenity	4.2.1-1
zenity-common	4.2.1-1
zip	3.0-15ubuntu3
zlib1g:amd64	1:1.3.dfsg+really1.3.1-1ubuntu3
zlib1g:i386	1:1.3.dfsg+really1.3.1-1ubuntu3
zlib1g-dev:amd64	1:1.3.dfsg+really1.3.1-1ubuntu3
zstd	1.5.7+dfsg-3
